Mat,Array,Bank,Chip,Rank,Valid_bits,Taken
2,48,6,5,0,0,False
3,48,6,5,0,0,False
4,48,6,5,0,0,False
5,48,6,5,0,0,False
6,48,6,5,0,0,False
7,48,6,5,0,0,False
8,48,6,5,0,0,False
9,48,6,5,0,0,False
10,48,6,5,0,0,False
11,48,6,5,0,0,False
12,48,6,5,0,0,False
13,48,6,5,0,0,False
14,48,6,5,0,0,False
15,48,6,5,0,0,False
0,49,6,5,0,0,False
1,49,6,5,0,0,False
2,49,6,5,0,0,False
3,49,6,5,0,0,False
4,49,6,5,0,0,False
5,49,6,5,0,0,False
6,49,6,5,0,0,False
7,49,6,5,0,0,False
8,49,6,5,0,0,False
9,49,6,5,0,0,False
10,49,6,5,0,0,False
11,49,6,5,0,0,False
12,49,6,5,0,0,False
13,49,6,5,0,0,False
14,49,6,5,0,0,False
15,49,6,5,0,0,False
0,50,6,5,0,0,False
1,50,6,5,0,0,False
2,50,6,5,0,0,False
3,50,6,5,0,0,False
4,50,6,5,0,0,False
5,50,6,5,0,0,False
6,50,6,5,0,0,False
7,50,6,5,0,0,False
8,50,6,5,0,0,False
9,50,6,5,0,0,False
10,50,6,5,0,0,False
11,50,6,5,0,0,False
12,50,6,5,0,0,False
13,50,6,5,0,0,False
14,50,6,5,0,0,False
15,50,6,5,0,0,False
0,51,6,5,0,0,False
1,51,6,5,0,0,False
2,51,6,5,0,0,False
3,51,6,5,0,0,False
4,51,6,5,0,0,False
5,51,6,5,0,0,False
6,51,6,5,0,0,False
7,51,6,5,0,0,False
8,51,6,5,0,0,False
9,51,6,5,0,0,False
10,51,6,5,0,0,False
11,51,6,5,0,0,False
12,51,6,5,0,0,False
13,51,6,5,0,0,False
14,51,6,5,0,0,False
15,51,6,5,0,0,False
0,52,6,5,0,0,False
1,52,6,5,0,0,False
2,52,6,5,0,0,False
3,52,6,5,0,0,False
4,52,6,5,0,0,False
5,52,6,5,0,0,False
6,52,6,5,0,0,False
7,52,6,5,0,0,False
8,52,6,5,0,0,False
9,52,6,5,0,0,False
10,52,6,5,0,0,False
11,52,6,5,0,0,False
12,52,6,5,0,0,False
13,52,6,5,0,0,False
14,52,6,5,0,0,False
15,52,6,5,0,0,False
0,53,6,5,0,0,False
1,53,6,5,0,0,False
2,53,6,5,0,0,False
3,53,6,5,0,0,False
4,53,6,5,0,0,False
5,53,6,5,0,0,False
6,53,6,5,0,0,False
7,53,6,5,0,0,False
8,53,6,5,0,0,False
9,53,6,5,0,0,False
10,53,6,5,0,0,False
11,53,6,5,0,0,False
12,53,6,5,0,0,False
13,53,6,5,0,0,False
14,53,6,5,0,0,False
15,53,6,5,0,0,False
0,54,6,5,0,0,False
1,54,6,5,0,0,False
2,54,6,5,0,0,False
3,54,6,5,0,0,False
4,54,6,5,0,0,False
5,54,6,5,0,0,False
6,54,6,5,0,0,False
7,54,6,5,0,0,False
8,54,6,5,0,0,False
9,54,6,5,0,0,False
10,54,6,5,0,0,False
11,54,6,5,0,0,False
12,54,6,5,0,0,False
13,54,6,5,0,0,False
14,54,6,5,0,0,False
15,54,6,5,0,0,False
0,55,6,5,0,0,False
1,55,6,5,0,0,False
2,55,6,5,0,0,False
3,55,6,5,0,0,False
4,55,6,5,0,0,False
5,55,6,5,0,0,False
6,55,6,5,0,0,False
7,55,6,5,0,0,False
8,55,6,5,0,0,False
9,55,6,5,0,0,False
10,55,6,5,0,0,False
11,55,6,5,0,0,False
12,55,6,5,0,0,False
13,55,6,5,0,0,False
14,55,6,5,0,0,False
15,55,6,5,0,0,False
0,56,6,5,0,0,False
1,56,6,5,0,0,False
2,56,6,5,0,0,False
3,56,6,5,0,0,False
4,56,6,5,0,0,False
5,56,6,5,0,0,False
6,56,6,5,0,0,False
7,56,6,5,0,0,False
8,56,6,5,0,0,False
9,56,6,5,0,0,False
10,56,6,5,0,0,False
11,56,6,5,0,0,False
12,56,6,5,0,0,False
13,56,6,5,0,0,False
14,56,6,5,0,0,False
15,56,6,5,0,0,False
0,57,6,5,0,0,False
1,57,6,5,0,0,False
2,57,6,5,0,0,False
3,57,6,5,0,0,False
4,57,6,5,0,0,False
5,57,6,5,0,0,False
6,57,6,5,0,0,False
7,57,6,5,0,0,False
8,57,6,5,0,0,False
9,57,6,5,0,0,False
10,57,6,5,0,0,False
11,57,6,5,0,0,False
12,57,6,5,0,0,False
13,57,6,5,0,0,False
14,57,6,5,0,0,False
15,57,6,5,0,0,False
0,58,6,5,0,0,False
1,58,6,5,0,0,False
2,58,6,5,0,0,False
3,58,6,5,0,0,False
4,58,6,5,0,0,False
5,58,6,5,0,0,False
6,58,6,5,0,0,False
7,58,6,5,0,0,False
8,58,6,5,0,0,False
9,58,6,5,0,0,False
10,58,6,5,0,0,False
11,58,6,5,0,0,False
12,58,6,5,0,0,False
13,58,6,5,0,0,False
14,58,6,5,0,0,False
15,58,6,5,0,0,False
0,59,6,5,0,0,False
1,59,6,5,0,0,False
2,59,6,5,0,0,False
3,59,6,5,0,0,False
4,59,6,5,0,0,False
5,59,6,5,0,0,False
6,59,6,5,0,0,False
7,59,6,5,0,0,False
8,59,6,5,0,0,False
9,59,6,5,0,0,False
10,59,6,5,0,0,False
11,59,6,5,0,0,False
12,59,6,5,0,0,False
13,59,6,5,0,0,False
14,59,6,5,0,0,False
15,59,6,5,0,0,False
0,60,6,5,0,0,False
1,60,6,5,0,0,False
2,60,6,5,0,0,False
3,60,6,5,0,0,False
4,60,6,5,0,0,False
5,60,6,5,0,0,False
6,60,6,5,0,0,False
7,60,6,5,0,0,False
8,60,6,5,0,0,False
9,60,6,5,0,0,False
10,60,6,5,0,0,False
11,60,6,5,0,0,False
12,60,6,5,0,0,False
13,60,6,5,0,0,False
14,60,6,5,0,0,False
15,60,6,5,0,0,False
0,61,6,5,0,0,False
1,61,6,5,0,0,False
2,61,6,5,0,0,False
3,61,6,5,0,0,False
4,61,6,5,0,0,False
5,61,6,5,0,0,False
6,61,6,5,0,0,False
7,61,6,5,0,0,False
8,61,6,5,0,0,False
9,61,6,5,0,0,False
10,61,6,5,0,0,False
11,61,6,5,0,0,False
12,61,6,5,0,0,False
13,61,6,5,0,0,False
14,61,6,5,0,0,False
15,61,6,5,0,0,False
0,62,6,5,0,0,False
1,62,6,5,0,0,False
2,62,6,5,0,0,False
3,62,6,5,0,0,False
4,62,6,5,0,0,False
5,62,6,5,0,0,False
6,62,6,5,0,0,False
7,62,6,5,0,0,False
8,62,6,5,0,0,False
9,62,6,5,0,0,False
10,62,6,5,0,0,False
11,62,6,5,0,0,False
12,62,6,5,0,0,False
13,62,6,5,0,0,False
14,62,6,5,0,0,False
15,62,6,5,0,0,False
0,63,6,5,0,0,False
1,63,6,5,0,0,False
2,63,6,5,0,0,False
3,63,6,5,0,0,False
4,63,6,5,0,0,False
5,63,6,5,0,0,False
6,63,6,5,0,0,False
7,63,6,5,0,0,False
8,63,6,5,0,0,False
9,63,6,5,0,0,False
10,63,6,5,0,0,False
11,63,6,5,0,0,False
12,63,6,5,0,0,False
13,63,6,5,0,0,False
14,63,6,5,0,0,False
15,63,6,5,0,0,False
0,0,7,5,0,0,False
1,0,7,5,0,0,False
2,0,7,5,0,0,False
3,0,7,5,0,0,False
4,0,7,5,0,0,False
5,0,7,5,0,0,False
6,0,7,5,0,0,False
7,0,7,5,0,0,False
8,0,7,5,0,0,False
9,0,7,5,0,0,False
10,0,7,5,0,0,False
11,0,7,5,0,0,False
12,0,7,5,0,0,False
13,0,7,5,0,0,False
14,0,7,5,0,0,False
15,0,7,5,0,0,False
0,1,7,5,0,0,False
1,1,7,5,0,0,False
2,1,7,5,0,0,False
3,1,7,5,0,0,False
4,1,7,5,0,0,False
5,1,7,5,0,0,False
6,1,7,5,0,0,False
7,1,7,5,0,0,False
8,1,7,5,0,0,False
9,1,7,5,0,0,False
10,1,7,5,0,0,False
11,1,7,5,0,0,False
12,1,7,5,0,0,False
13,1,7,5,0,0,False
14,1,7,5,0,0,False
15,1,7,5,0,0,False
0,2,7,5,0,0,False
1,2,7,5,0,0,False
2,2,7,5,0,0,False
3,2,7,5,0,0,False
4,2,7,5,0,0,False
5,2,7,5,0,0,False
6,2,7,5,0,0,False
7,2,7,5,0,0,False
8,2,7,5,0,0,False
9,2,7,5,0,0,False
10,2,7,5,0,0,False
11,2,7,5,0,0,False
12,2,7,5,0,0,False
13,2,7,5,0,0,False
14,2,7,5,0,0,False
15,2,7,5,0,0,False
0,3,7,5,0,0,False
1,3,7,5,0,0,False
2,3,7,5,0,0,False
3,3,7,5,0,0,False
4,3,7,5,0,0,False
5,3,7,5,0,0,False
6,3,7,5,0,0,False
7,3,7,5,0,0,False
8,3,7,5,0,0,False
9,3,7,5,0,0,False
10,3,7,5,0,0,False
11,3,7,5,0,0,False
12,3,7,5,0,0,False
13,3,7,5,0,0,False
14,3,7,5,0,0,False
15,3,7,5,0,0,False
0,4,7,5,0,0,False
1,4,7,5,0,0,False
2,4,7,5,0,0,False
3,4,7,5,0,0,False
4,4,7,5,0,0,False
5,4,7,5,0,0,False
6,4,7,5,0,0,False
7,4,7,5,0,0,False
8,4,7,5,0,0,False
9,4,7,5,0,0,False
10,4,7,5,0,0,False
11,4,7,5,0,0,False
12,4,7,5,0,0,False
13,4,7,5,0,0,False
14,4,7,5,0,0,False
15,4,7,5,0,0,False
0,5,7,5,0,0,False
1,5,7,5,0,0,False
2,5,7,5,0,0,False
3,5,7,5,0,0,False
4,5,7,5,0,0,False
5,5,7,5,0,0,False
6,5,7,5,0,0,False
7,5,7,5,0,0,False
8,5,7,5,0,0,False
9,5,7,5,0,0,False
10,5,7,5,0,0,False
11,5,7,5,0,0,False
12,5,7,5,0,0,False
13,5,7,5,0,0,False
14,5,7,5,0,0,False
15,5,7,5,0,0,False
0,6,7,5,0,0,False
1,6,7,5,0,0,False
2,6,7,5,0,0,False
3,6,7,5,0,0,False
4,6,7,5,0,0,False
5,6,7,5,0,0,False
6,6,7,5,0,0,False
7,6,7,5,0,0,False
8,6,7,5,0,0,False
9,6,7,5,0,0,False
10,6,7,5,0,0,False
11,6,7,5,0,0,False
12,6,7,5,0,0,False
13,6,7,5,0,0,False
14,6,7,5,0,0,False
15,6,7,5,0,0,False
0,7,7,5,0,0,False
1,7,7,5,0,0,False
2,7,7,5,0,0,False
3,7,7,5,0,0,False
4,7,7,5,0,0,False
5,7,7,5,0,0,False
6,7,7,5,0,0,False
7,7,7,5,0,0,False
8,7,7,5,0,0,False
9,7,7,5,0,0,False
10,7,7,5,0,0,False
11,7,7,5,0,0,False
12,7,7,5,0,0,False
13,7,7,5,0,0,False
14,7,7,5,0,0,False
15,7,7,5,0,0,False
0,8,7,5,0,0,False
1,8,7,5,0,0,False
2,8,7,5,0,0,False
3,8,7,5,0,0,False
4,8,7,5,0,0,False
5,8,7,5,0,0,False
6,8,7,5,0,0,False
7,8,7,5,0,0,False
8,8,7,5,0,0,False
9,8,7,5,0,0,False
10,8,7,5,0,0,False
11,8,7,5,0,0,False
12,8,7,5,0,0,False
13,8,7,5,0,0,False
14,8,7,5,0,0,False
15,8,7,5,0,0,False
0,9,7,5,0,0,False
1,9,7,5,0,0,False
2,9,7,5,0,0,False
3,9,7,5,0,0,False
4,9,7,5,0,0,False
5,9,7,5,0,0,False
6,9,7,5,0,0,False
7,9,7,5,0,0,False
8,9,7,5,0,0,False
9,9,7,5,0,0,False
10,9,7,5,0,0,False
11,9,7,5,0,0,False
12,9,7,5,0,0,False
13,9,7,5,0,0,False
14,9,7,5,0,0,False
15,9,7,5,0,0,False
0,10,7,5,0,0,False
1,10,7,5,0,0,False
2,10,7,5,0,0,False
3,10,7,5,0,0,False
4,10,7,5,0,0,False
5,10,7,5,0,0,False
6,10,7,5,0,0,False
7,10,7,5,0,0,False
8,10,7,5,0,0,False
9,10,7,5,0,0,False
10,10,7,5,0,0,False
11,10,7,5,0,0,False
12,10,7,5,0,0,False
13,10,7,5,0,0,False
14,10,7,5,0,0,False
15,10,7,5,0,0,False
0,11,7,5,0,0,False
1,11,7,5,0,0,False
2,11,7,5,0,0,False
3,11,7,5,0,0,False
4,11,7,5,0,0,False
5,11,7,5,0,0,False
6,11,7,5,0,0,False
7,11,7,5,0,0,False
8,11,7,5,0,0,False
9,11,7,5,0,0,False
10,11,7,5,0,0,False
11,11,7,5,0,0,False
12,11,7,5,0,0,False
13,11,7,5,0,0,False
14,11,7,5,0,0,False
15,11,7,5,0,0,False
0,12,7,5,0,0,False
1,12,7,5,0,0,False
2,12,7,5,0,0,False
3,12,7,5,0,0,False
4,12,7,5,0,0,False
5,12,7,5,0,0,False
6,12,7,5,0,0,False
7,12,7,5,0,0,False
8,12,7,5,0,0,False
9,12,7,5,0,0,False
10,12,7,5,0,0,False
11,12,7,5,0,0,False
12,12,7,5,0,0,False
13,12,7,5,0,0,False
14,12,7,5,0,0,False
15,12,7,5,0,0,False
0,13,7,5,0,0,False
1,13,7,5,0,0,False
2,13,7,5,0,0,False
3,13,7,5,0,0,False
4,13,7,5,0,0,False
5,13,7,5,0,0,False
6,13,7,5,0,0,False
7,13,7,5,0,0,False
8,13,7,5,0,0,False
9,13,7,5,0,0,False
10,13,7,5,0,0,False
11,13,7,5,0,0,False
12,13,7,5,0,0,False
13,13,7,5,0,0,False
14,13,7,5,0,0,False
15,13,7,5,0,0,False
0,14,7,5,0,0,False
1,14,7,5,0,0,False
2,14,7,5,0,0,False
3,14,7,5,0,0,False
4,14,7,5,0,0,False
5,14,7,5,0,0,False
6,14,7,5,0,0,False
7,14,7,5,0,0,False
8,14,7,5,0,0,False
9,14,7,5,0,0,False
10,14,7,5,0,0,False
11,14,7,5,0,0,False
12,14,7,5,0,0,False
13,14,7,5,0,0,False
14,14,7,5,0,0,False
15,14,7,5,0,0,False
0,15,7,5,0,0,False
1,15,7,5,0,0,False
2,15,7,5,0,0,False
3,15,7,5,0,0,False
4,15,7,5,0,0,False
5,15,7,5,0,0,False
6,15,7,5,0,0,False
7,15,7,5,0,0,False
8,15,7,5,0,0,False
9,15,7,5,0,0,False
10,15,7,5,0,0,False
11,15,7,5,0,0,False
12,15,7,5,0,0,False
13,15,7,5,0,0,False
14,15,7,5,0,0,False
15,15,7,5,0,0,False
0,16,7,5,0,0,False
1,16,7,5,0,0,False
2,16,7,5,0,0,False
3,16,7,5,0,0,False
4,16,7,5,0,0,False
5,16,7,5,0,0,False
6,16,7,5,0,0,False
7,16,7,5,0,0,False
8,16,7,5,0,0,False
9,16,7,5,0,0,False
10,16,7,5,0,0,False
11,16,7,5,0,0,False
12,16,7,5,0,0,False
13,16,7,5,0,0,False
14,16,7,5,0,0,False
15,16,7,5,0,0,False
0,17,7,5,0,0,False
1,17,7,5,0,0,False
2,17,7,5,0,0,False
3,17,7,5,0,0,False
4,17,7,5,0,0,False
5,17,7,5,0,0,False
6,17,7,5,0,0,False
7,17,7,5,0,0,False
8,17,7,5,0,0,False
9,17,7,5,0,0,False
10,17,7,5,0,0,False
11,17,7,5,0,0,False
12,17,7,5,0,0,False
13,17,7,5,0,0,False
14,17,7,5,0,0,False
15,17,7,5,0,0,False
0,18,7,5,0,0,False
1,18,7,5,0,0,False
2,18,7,5,0,0,False
3,18,7,5,0,0,False
4,18,7,5,0,0,False
5,18,7,5,0,0,False
6,18,7,5,0,0,False
7,18,7,5,0,0,False
8,18,7,5,0,0,False
9,18,7,5,0,0,False
10,18,7,5,0,0,False
11,18,7,5,0,0,False
12,18,7,5,0,0,False
13,18,7,5,0,0,False
14,18,7,5,0,0,False
15,18,7,5,0,0,False
0,19,7,5,0,0,False
1,19,7,5,0,0,False
2,19,7,5,0,0,False
3,19,7,5,0,0,False
4,19,7,5,0,0,False
5,19,7,5,0,0,False
6,19,7,5,0,0,False
7,19,7,5,0,0,False
8,19,7,5,0,0,False
9,19,7,5,0,0,False
10,19,7,5,0,0,False
11,19,7,5,0,0,False
12,19,7,5,0,0,False
13,19,7,5,0,0,False
14,19,7,5,0,0,False
15,19,7,5,0,0,False
0,20,7,5,0,0,False
1,20,7,5,0,0,False
2,20,7,5,0,0,False
3,20,7,5,0,0,False
4,20,7,5,0,0,False
5,20,7,5,0,0,False
6,20,7,5,0,0,False
7,20,7,5,0,0,False
8,20,7,5,0,0,False
9,20,7,5,0,0,False
10,20,7,5,0,0,False
11,20,7,5,0,0,False
12,20,7,5,0,0,False
13,20,7,5,0,0,False
14,20,7,5,0,0,False
15,20,7,5,0,0,False
0,21,7,5,0,0,False
1,21,7,5,0,0,False
2,21,7,5,0,0,False
3,21,7,5,0,0,False
4,21,7,5,0,0,False
5,21,7,5,0,0,False
6,21,7,5,0,0,False
7,21,7,5,0,0,False
8,21,7,5,0,0,False
9,21,7,5,0,0,False
10,21,7,5,0,0,False
11,21,7,5,0,0,False
12,21,7,5,0,0,False
13,21,7,5,0,0,False
14,21,7,5,0,0,False
15,21,7,5,0,0,False
0,22,7,5,0,0,False
1,22,7,5,0,0,False
2,22,7,5,0,0,False
3,22,7,5,0,0,False
4,22,7,5,0,0,False
5,22,7,5,0,0,False
6,22,7,5,0,0,False
7,22,7,5,0,0,False
8,22,7,5,0,0,False
9,22,7,5,0,0,False
10,22,7,5,0,0,False
11,22,7,5,0,0,False
12,22,7,5,0,0,False
13,22,7,5,0,0,False
14,22,7,5,0,0,False
15,22,7,5,0,0,False
0,23,7,5,0,0,False
1,23,7,5,0,0,False
2,23,7,5,0,0,False
3,23,7,5,0,0,False
4,23,7,5,0,0,False
5,23,7,5,0,0,False
6,23,7,5,0,0,False
7,23,7,5,0,0,False
8,23,7,5,0,0,False
9,23,7,5,0,0,False
10,23,7,5,0,0,False
11,23,7,5,0,0,False
12,23,7,5,0,0,False
13,23,7,5,0,0,False
14,23,7,5,0,0,False
15,23,7,5,0,0,False
0,24,7,5,0,0,False
1,24,7,5,0,0,False
2,24,7,5,0,0,False
3,24,7,5,0,0,False
4,24,7,5,0,0,False
5,24,7,5,0,0,False
6,24,7,5,0,0,False
7,24,7,5,0,0,False
8,24,7,5,0,0,False
9,24,7,5,0,0,False
10,24,7,5,0,0,False
11,24,7,5,0,0,False
12,24,7,5,0,0,False
13,24,7,5,0,0,False
14,24,7,5,0,0,False
15,24,7,5,0,0,False
0,25,7,5,0,0,False
1,25,7,5,0,0,False
2,25,7,5,0,0,False
3,25,7,5,0,0,False
4,25,7,5,0,0,False
5,25,7,5,0,0,False
6,25,7,5,0,0,False
7,25,7,5,0,0,False
8,25,7,5,0,0,False
9,25,7,5,0,0,False
10,25,7,5,0,0,False
11,25,7,5,0,0,False
12,25,7,5,0,0,False
13,25,7,5,0,0,False
14,25,7,5,0,0,False
15,25,7,5,0,0,False
0,26,7,5,0,0,False
1,26,7,5,0,0,False
2,26,7,5,0,0,False
3,26,7,5,0,0,False
4,26,7,5,0,0,False
5,26,7,5,0,0,False
6,26,7,5,0,0,False
7,26,7,5,0,0,False
8,26,7,5,0,0,False
9,26,7,5,0,0,False
10,26,7,5,0,0,False
11,26,7,5,0,0,False
12,26,7,5,0,0,False
13,26,7,5,0,0,False
14,26,7,5,0,0,False
15,26,7,5,0,0,False
0,27,7,5,0,0,False
1,27,7,5,0,0,False
2,27,7,5,0,0,False
3,27,7,5,0,0,False
4,27,7,5,0,0,False
5,27,7,5,0,0,False
6,27,7,5,0,0,False
7,27,7,5,0,0,False
8,27,7,5,0,0,False
9,27,7,5,0,0,False
10,27,7,5,0,0,False
11,27,7,5,0,0,False
12,27,7,5,0,0,False
13,27,7,5,0,0,False
14,27,7,5,0,0,False
15,27,7,5,0,0,False
0,28,7,5,0,0,False
1,28,7,5,0,0,False
2,28,7,5,0,0,False
3,28,7,5,0,0,False
4,28,7,5,0,0,False
5,28,7,5,0,0,False
6,28,7,5,0,0,False
7,28,7,5,0,0,False
8,28,7,5,0,0,False
9,28,7,5,0,0,False
10,28,7,5,0,0,False
11,28,7,5,0,0,False
12,28,7,5,0,0,False
13,28,7,5,0,0,False
14,28,7,5,0,0,False
15,28,7,5,0,0,False
0,29,7,5,0,0,False
1,29,7,5,0,0,False
2,29,7,5,0,0,False
3,29,7,5,0,0,False
4,29,7,5,0,0,False
5,29,7,5,0,0,False
6,29,7,5,0,0,False
7,29,7,5,0,0,False
8,29,7,5,0,0,False
9,29,7,5,0,0,False
10,29,7,5,0,0,False
11,29,7,5,0,0,False
12,29,7,5,0,0,False
13,29,7,5,0,0,False
14,29,7,5,0,0,False
15,29,7,5,0,0,False
0,30,7,5,0,0,False
1,30,7,5,0,0,False
2,30,7,5,0,0,False
3,30,7,5,0,0,False
4,30,7,5,0,0,False
5,30,7,5,0,0,False
6,30,7,5,0,0,False
7,30,7,5,0,0,False
8,30,7,5,0,0,False
9,30,7,5,0,0,False
10,30,7,5,0,0,False
11,30,7,5,0,0,False
12,30,7,5,0,0,False
13,30,7,5,0,0,False
14,30,7,5,0,0,False
15,30,7,5,0,0,False
0,31,7,5,0,0,False
1,31,7,5,0,0,False
2,31,7,5,0,0,False
3,31,7,5,0,0,False
4,31,7,5,0,0,False
5,31,7,5,0,0,False
6,31,7,5,0,0,False
7,31,7,5,0,0,False
8,31,7,5,0,0,False
9,31,7,5,0,0,False
10,31,7,5,0,0,False
11,31,7,5,0,0,False
12,31,7,5,0,0,False
13,31,7,5,0,0,False
14,31,7,5,0,0,False
15,31,7,5,0,0,False
0,32,7,5,0,0,False
1,32,7,5,0,0,False
2,32,7,5,0,0,False
3,32,7,5,0,0,False
4,32,7,5,0,0,False
5,32,7,5,0,0,False
6,32,7,5,0,0,False
7,32,7,5,0,0,False
8,32,7,5,0,0,False
9,32,7,5,0,0,False
10,32,7,5,0,0,False
11,32,7,5,0,0,False
12,32,7,5,0,0,False
13,32,7,5,0,0,False
14,32,7,5,0,0,False
15,32,7,5,0,0,False
0,33,7,5,0,0,False
1,33,7,5,0,0,False
2,33,7,5,0,0,False
3,33,7,5,0,0,False
4,33,7,5,0,0,False
5,33,7,5,0,0,False
6,33,7,5,0,0,False
7,33,7,5,0,0,False
8,33,7,5,0,0,False
9,33,7,5,0,0,False
10,33,7,5,0,0,False
11,33,7,5,0,0,False
12,33,7,5,0,0,False
13,33,7,5,0,0,False
14,33,7,5,0,0,False
15,33,7,5,0,0,False
0,34,7,5,0,0,False
1,34,7,5,0,0,False
2,34,7,5,0,0,False
3,34,7,5,0,0,False
4,34,7,5,0,0,False
5,34,7,5,0,0,False
6,34,7,5,0,0,False
7,34,7,5,0,0,False
8,34,7,5,0,0,False
9,34,7,5,0,0,False
10,34,7,5,0,0,False
11,34,7,5,0,0,False
12,34,7,5,0,0,False
13,34,7,5,0,0,False
14,34,7,5,0,0,False
15,34,7,5,0,0,False
0,35,7,5,0,0,False
1,35,7,5,0,0,False
2,35,7,5,0,0,False
3,35,7,5,0,0,False
4,35,7,5,0,0,False
5,35,7,5,0,0,False
6,35,7,5,0,0,False
7,35,7,5,0,0,False
8,35,7,5,0,0,False
9,35,7,5,0,0,False
10,35,7,5,0,0,False
11,35,7,5,0,0,False
12,35,7,5,0,0,False
13,35,7,5,0,0,False
14,35,7,5,0,0,False
15,35,7,5,0,0,False
0,36,7,5,0,0,False
1,36,7,5,0,0,False
2,36,7,5,0,0,False
3,36,7,5,0,0,False
4,36,7,5,0,0,False
5,36,7,5,0,0,False
6,36,7,5,0,0,False
7,36,7,5,0,0,False
8,36,7,5,0,0,False
9,36,7,5,0,0,False
10,36,7,5,0,0,False
11,36,7,5,0,0,False
12,36,7,5,0,0,False
13,36,7,5,0,0,False
14,36,7,5,0,0,False
15,36,7,5,0,0,False
0,37,7,5,0,0,False
1,37,7,5,0,0,False
2,37,7,5,0,0,False
3,37,7,5,0,0,False
4,37,7,5,0,0,False
5,37,7,5,0,0,False
6,37,7,5,0,0,False
7,37,7,5,0,0,False
8,37,7,5,0,0,False
9,37,7,5,0,0,False
10,37,7,5,0,0,False
11,37,7,5,0,0,False
12,37,7,5,0,0,False
13,37,7,5,0,0,False
14,37,7,5,0,0,False
15,37,7,5,0,0,False
0,38,7,5,0,0,False
1,38,7,5,0,0,False
2,38,7,5,0,0,False
3,38,7,5,0,0,False
4,38,7,5,0,0,False
5,38,7,5,0,0,False
6,38,7,5,0,0,False
7,38,7,5,0,0,False
8,38,7,5,0,0,False
9,38,7,5,0,0,False
10,38,7,5,0,0,False
11,38,7,5,0,0,False
12,38,7,5,0,0,False
13,38,7,5,0,0,False
14,38,7,5,0,0,False
15,38,7,5,0,0,False
0,39,7,5,0,0,False
1,39,7,5,0,0,False
2,39,7,5,0,0,False
3,39,7,5,0,0,False
4,39,7,5,0,0,False
5,39,7,5,0,0,False
6,39,7,5,0,0,False
7,39,7,5,0,0,False
8,39,7,5,0,0,False
9,39,7,5,0,0,False
10,39,7,5,0,0,False
11,39,7,5,0,0,False
12,39,7,5,0,0,False
13,39,7,5,0,0,False
14,39,7,5,0,0,False
15,39,7,5,0,0,False
0,40,7,5,0,0,False
1,40,7,5,0,0,False
2,40,7,5,0,0,False
3,40,7,5,0,0,False
4,40,7,5,0,0,False
5,40,7,5,0,0,False
6,40,7,5,0,0,False
7,40,7,5,0,0,False
8,40,7,5,0,0,False
9,40,7,5,0,0,False
10,40,7,5,0,0,False
11,40,7,5,0,0,False
12,40,7,5,0,0,False
13,40,7,5,0,0,False
14,40,7,5,0,0,False
15,40,7,5,0,0,False
0,41,7,5,0,0,False
1,41,7,5,0,0,False
2,41,7,5,0,0,False
3,41,7,5,0,0,False
4,41,7,5,0,0,False
5,41,7,5,0,0,False
6,41,7,5,0,0,False
7,41,7,5,0,0,False
8,41,7,5,0,0,False
9,41,7,5,0,0,False
10,41,7,5,0,0,False
11,41,7,5,0,0,False
12,41,7,5,0,0,False
13,41,7,5,0,0,False
14,41,7,5,0,0,False
15,41,7,5,0,0,False
0,42,7,5,0,0,False
1,42,7,5,0,0,False
2,42,7,5,0,0,False
3,42,7,5,0,0,False
4,42,7,5,0,0,False
5,42,7,5,0,0,False
6,42,7,5,0,0,False
7,42,7,5,0,0,False
8,42,7,5,0,0,False
9,42,7,5,0,0,False
10,42,7,5,0,0,False
11,42,7,5,0,0,False
12,42,7,5,0,0,False
13,42,7,5,0,0,False
14,42,7,5,0,0,False
15,42,7,5,0,0,False
0,43,7,5,0,0,False
1,43,7,5,0,0,False
2,43,7,5,0,0,False
3,43,7,5,0,0,False
4,43,7,5,0,0,False
5,43,7,5,0,0,False
6,43,7,5,0,0,False
7,43,7,5,0,0,False
8,43,7,5,0,0,False
9,43,7,5,0,0,False
10,43,7,5,0,0,False
11,43,7,5,0,0,False
12,43,7,5,0,0,False
13,43,7,5,0,0,False
14,43,7,5,0,0,False
15,43,7,5,0,0,False
0,44,7,5,0,0,False
1,44,7,5,0,0,False
2,44,7,5,0,0,False
3,44,7,5,0,0,False
4,44,7,5,0,0,False
5,44,7,5,0,0,False
6,44,7,5,0,0,False
7,44,7,5,0,0,False
8,44,7,5,0,0,False
9,44,7,5,0,0,False
10,44,7,5,0,0,False
11,44,7,5,0,0,False
12,44,7,5,0,0,False
13,44,7,5,0,0,False
14,44,7,5,0,0,False
15,44,7,5,0,0,False
0,45,7,5,0,0,False
1,45,7,5,0,0,False
2,45,7,5,0,0,False
3,45,7,5,0,0,False
4,45,7,5,0,0,False
5,45,7,5,0,0,False
6,45,7,5,0,0,False
7,45,7,5,0,0,False
8,45,7,5,0,0,False
9,45,7,5,0,0,False
10,45,7,5,0,0,False
11,45,7,5,0,0,False
12,45,7,5,0,0,False
13,45,7,5,0,0,False
14,45,7,5,0,0,False
15,45,7,5,0,0,False
0,46,7,5,0,0,False
1,46,7,5,0,0,False
2,46,7,5,0,0,False
3,46,7,5,0,0,False
4,46,7,5,0,0,False
5,46,7,5,0,0,False
6,46,7,5,0,0,False
